id,qf_score
2,0.0416191822035829
3,0.0
9,0.0
16,0.4053881569950312
17,0.6773031863974107
18,0.0137211104526598
20,0.0604914072115603
21,0.0604914072115603
23,0.9185394538906869
27,0.0178237680630897
34,0.0156356840041938
35,0.190819163969549
37,0.2530428043944021
38,0.101517983315859
48,0.28157906732916976
51,0.0
65,0.11961526188631069
69,0.0
75,0.0
81,0.0
85,0.0
88,0.0
90,0.0
92,0.0
101,0.0178237680630897
105,0.0044217532023521
106,0.19948033003601212
113,0.0
114,0.0
117,0.1168345717281305
120,0.2375894607284495
122,0.0145416419747458
123,0.0684232119250581
125,0.0684232119250581
127,0.0
136,0.0156356840041938
138,0.0
143,0.0
147,0.0224734466882436
149,0.0
150,0.0
157,0.0
158,0.0
162,0.0
164,0.0
165,0.2123353238820257
166,0.3703788120526963
172,0.0156356840041938
177,0.1935086839586086
178,0.0484569448876327
179,0.162784336964945
181,0.0
182,0.0
186,0.0
191,0.0
193,0.0
195,0.0
201,0.0924921365729133
202,0.22168026621689368
203,0.0924921365729133
205,0.0591238546747504
210,0.0298582303870173
214,0.0506450289465287
215,0.0881615535396818
223,0.0
226,0.0227469571956056
227,0.0840133108446916
233,0.3370561152390937
241,0.23430733464010559
245,0.0378356201850754
255,0.0019601586360942
257,0.0
259,0.0
261,0.3679628025709987
266,0.0
270,0.0
272,0.1143729771618726
275,0.24925924237589459
276,0.24925924237589459
284,0.07640060172311611
290,0.0
293,0.0503715184391667
294,0.2575101426813145
297,0.0
305,0.0
314,1.0676026804029721
318,1.2049505401832519
319,1.0238409992250534
323,0.6163559283402469
327,0.5369922961207092
331,0.5369922961207092
334,0.0515111455531749
335,0.3165884122715046
340,0.0
341,0.058668003829147
343,0.0361489720563431
346,0.0216985002507178
347,0.0
350,0.0389296622145233
351,0.0320463144459133
354,0.0
355,0.0049687742170761
359,0.0312257829238273
361,0.1608697634134111
363,0.1608697634134111
365,0.1608697634134111
373,0.9158043488170671
374,0.038610566622601
375,0.9135706796736108
385,0.0
389,0.1789214568993025
397,0.0
400,0.1346127547066599
401,0.2156630350549299
402,0.40474996581118633
403,0.17103523727036501
407,0.1789214568993025
408,0.1789214568993025
411,0.0511920499612526
413,0.1789214568993025
418,0.1789214568993025
421,0.22190819163969538
422,0.3499566941696675
440,0.7424442722341248
444,0.4554861649268358
445,0.4554861649268358
446,0.4894014678397227
447,0.7424442722341248
452,0.7539772986278886
454,0.7539772986278886
455,0.5009344942334866
456,0.4894014678397227
458,0.4894014678397227
459,0.4894014678397227
461,0.0452204038838491
468,0.6554223458084514
469,1.321693941742262
470,1.0265761042986734
473,0.9135706796736108
475,1.0
476,1.0
478,1.2049505401832519
479,0.3613985503943109
480,0.1193417513789487
481,0.0610384282262843
485,0.0
491,0.33240643661393987
492,0.1988877239367279
497,0.0205588731367096
500,0.1505219492182157
501,0.0
508,0.4053881569950312
511,0.4053881569950312
516,0.0432602452477549
517,0.0
524,0.3332269681360258
533,0.0208323836440716
536,0.0063363267538861
542,0.0
544,0.0030542006655422
549,0.2437434471440944
551,0.4732643479053653
557,0.0
559,0.0
562,0.4732643479053653
563,0.4732643479053653
568,0.1225782923827323
571,0.1225782923827323
572,0.1225782923827323
573,0.0
576,0.0063819118384463
581,0.11747276291197499
582,0.2493048274604548
583,0.22250079773897963
584,0.22250079773897963
585,0.0232939782103295
591,0.2530428043944021
593,0.3133062861831607
595,0.2530428043944021
600,0.2391849386880611
605,0.1447326434790536
606,0.0178237680630897
611,0.0
619,0.3524638738204858
626,0.0676026804029721
630,0.0602634817887587
634,0.0638191183844645
635,0.0610384282262843
636,0.1581346583397912
637,0.0137211104526598
640,0.2437434471440944
642,1.0726170397046086
643,0.0104389843643159
644,0.3173633587090304
646,0.0506450289465287
652,0.1507498746410174
653,0.0
659,0.0
660,0.0200118521219856
661,0.0452204038838491
662,0.0211058941514336
663,0.2932944340611751
666,0.35460637279482143
668,0.0613119387336463
669,0.0284906778502074
670,0.2919268815243652
671,0.2919268815243652
674,0.1174271778274147
677,0.0
679,0.057528376715138704
680,1.2137028764188358
682,1.0
686,0.07640060172311611
687,0.2932944340611751
688,0.0191913205998997
690,0.0044217532023521
691,0.41418607831517523
696,0.3247025573232438
700,0.0246615307471395
712,0.0438528513470391
713,0.3392441992979896
715,0.6043214660163193
718,0.5369922961207092
722,0.5369922961207092
726,0.3745726398322468
731,0.1425445594201577
734,0.0
737,0.0
739,0.412499430186443
740,0.412499430186443
742,0.008524410812782
743,0.0066098372612481
745,0.0115330263937639
748,0.0
749,0.0049687742170761
751,0.0027806901581802
753,0.0
756,0.070337785476592
758,0.0129005789305739
759,0.0
760,0.0
763,0.2522678579568764
764,0.0
765,0.0
771,0.2437434471440944
773,0.0
778,0.46013584355198967
784,1.1463737065232256
787,1.1463737065232256
790,0.039704608652049
791,0.9532752883256599
800,0.9327620002735105
801,0.9135706796736108
811,0.101517983315859
812,0.0
817,0.0
818,0.0202853626293476
819,0.0202853626293476
824,0.5419154852532251
826,0.7785020741213474
828,0.5102338514837943
831,0.40055613803163587
832,0.3912111956967679
837,0.5687651000592604
843,0.31079910653234255
844,0.25823950403428
847,0.0071568582759721
852,0.4970597620458585
857,0.6188631079910651
862,0.49573779459360884
867,0.0
868,0.6742945708164287
869,0.852623421616447
872,0.852623421616447
876,0.0022336691434562
878,0.6742945708164287
881,0.4656060536992296
882,0.6742945708164287
885,0.6742945708164287
886,0.0
893,0.2834480557961434
894,0.0
895,0.0
898,0.1608697634134111
899,0.2834480557961434
902,0.9135706796736108
908,0.0485025299721931
909,0.0485025299721931
910,0.0485025299721931
912,0.0
918,0.0
922,0.0
923,0.0993754843415233
928,0.0
929,0.412499430186443
934,0.6149427907188767
940,0.0159091945115558
944,0.0
954,0.4358845785658931
958,0.3584355198978893
962,0.286958107307289
